"Time_Window","Wearable_Metric","OCTA_Parameter","Parameter_Type","Region","N","Correlation","P_Value","CI_Lower","CI_Upper","Significant","P_FDR","Significant_FDR"
"acute_recovery","steps_max","VD_DCP_0_6_improvement","BloodFlow","Widefield",12,0.108952809335727,0.736072659436479,-0.495960309877947,0.642669465669553,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","Thickness_Retina_0_21_improvement","Thickness","Macular",11,0.114009898704884,0.738547300664412,-0.521533684735244,0.668186508083999,FALSE,0.988924886623188,FALSE
"early_recovery","cv_rhr_1","Thickness_INL_0_6_improvement","Thickness","Widefield",11,0.110486567807329,0.746394242512547,-0.524126575828993,0.666206649562876,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,-0.108688848701298,0.750406402441452,-0.665193433620458,0.525445036562356,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","VD_SVP_0_6_improvement","BloodFlow","Widefield",12,0.10276752129152,0.750623159688057,-0.500662385511001,0.638982918345792,FALSE,0.988924886623188,FALSE
"mid_recovery","steps_max","VD_SVP_0_6_improvement","BloodFlow","Widefield",12,0.101334524729674,0.754005045185428,-0.501746697080903,0.638125296615317,FALSE,0.988924886623188,FALSE
"early_recovery","cv_rhr_1","Thickness_INL_0_21_improvement","Thickness","Macular",11,0.106525190293431,0.755242628997188,-0.52702785165599,0.663971246125851,FALSE,0.988924886623188,FALSE
"early_recovery","cv_rhr_1","VD_SVP_0_21_improvement","BloodFlow","Macular",12,0.0984377605804132,0.76085351082508,-0.503932831168355,0.636387559729036,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","Thickness_GCL.IPL_0_21_improvement","Thickness","Macular",11,0.101830660211427,0.765762838269605,-0.530447067177153,0.661309161471398,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","VD_DCP_0_21_improvement","BloodFlow","Macular",12,-0.0922476795805804,0.775540340575541,-0.632655807007092,0.508578646591651,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","Thickness_GCL.IPL_0_21_improvement","Thickness","Macular",11,0.0957308274618852,0.779485258315198,-0.534859300561243,0.657829003132892,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","Thickness_INL_0_6_improvement","Thickness","Widefield",11,0.0956793584592011,0.779601291170458,-0.53489638424197,0.657799535872816,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","PA_DCP_0_6_improvement","BloodFlow","Widefield",12,0.0891945449401953,0.782809573013205,-0.510857291600142,0.630805905587194,FALSE,0.988924886623188,FALSE
"acute_recovery","cv_rhr_1","VD_SVP_0_21_improvement","BloodFlow","Macular",12,0.0843537775707515,0.794367541731036,-0.514452900129554,0.627860199290831,FALSE,0.988924886623188,FALSE
"mid_recovery","steps_max","PA_ICP_0_21_improvement","BloodFlow","Macular",12,0.0832755874758271,0.796947122856735,-0.515250897496813,0.627201971437006,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","Thickness_Retina_0_21_improvement","Thickness","Macular",11,0.0877153051683356,0.797602985489253,-0.540605402352576,0.65321909289987,FALSE,0.988924886623188,FALSE
"mid_recovery","steps_max","Thickness_GCL.IPL_0_21_improvement","Thickness","Macular",11,-0.0873453937083455,0.798441342820331,-0.653005331487237,0.540869173778506,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","VD_SVP_0_21_improvement","BloodFlow","Macular",12,-0.0826196941005891,0.798517269215538,-0.626801172456479,0.515735834593064,FALSE,0.988924886623188,FALSE
"mid_recovery","steps_max","Thickness_INL_0_21_improvement","Thickness","Macular",11,-0.0862980335067808,0.800816085572177,-0.652399602290523,0.541615341511442,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","VD_ICP_0_21_improvement","BloodFlow","Macular",12,-0.0813598120914238,0.801535225490659,-0.626030483403448,0.516666258517141,FALSE,0.988924886623188,FALSE
"baseline","cv_rhr_1","Thickness_Retina_0_6_improvement","Thickness","Widefield",10,0.0885336816897606,0.807843452069322,-0.57303540852766,0.680241205114731,FALSE,0.988924886623188,FALSE
"baseline","steps_max","PA_Choroid_0_6_improvement","BloodFlow","Widefield",11,0.0807787319355771,0.813354928344329,-0.545531163197146,0.649195582408796,FALSE,0.988924886623188,FALSE
"mid_recovery","steps_max","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,0.0759921362014059,0.814420581953605,-0.520614526673182,0.622735027080138,FALSE,0.988924886623188,FALSE
"baseline","steps_max","VD_DCP_0_6_improvement","BloodFlow","Widefield",11,0.078096193074152,0.819463573877776,-0.547424540701406,0.647631017956453,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","PA_ICP_0_21_improvement","BloodFlow","Macular",12,-0.0736596666644486,0.82003315693906,-0.621296948145176,0.522322290401867,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","VD_DCP_0_6_improvement","BloodFlow","Widefield",12,0.0733897742103303,0.820683099321216,-0.52251958940005,0.621130308072964,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","PA_ICP_0_21_improvement","BloodFlow","Macular",12,0.0718677660037858,0.824350256221606,-0.523631026913718,0.620189644315386,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","Thickness_Retina_0_6_improvement","Thickness","Widefield",11,0.0755201418751195,0.825338220522353,-0.549236749838042,0.646124027299427,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","VD_ICP_0_21_improvement","BloodFlow","Macular",12,-0.0708735831747192,0.826747406708033,-0.61957434577143,0.524355930237564,FALSE,0.988924886623188,FALSE
"acute_recovery","cv_rhr_1","VD_ICP_0_21_improvement","BloodFlow","Macular",12,0.0706902128494493,0.82718969390103,-0.52448953959465,0.61946078439532,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","Thickness_GCL.IPL_0_6_improvement","Thickness","Widefield",11,0.0720602002090769,0.833241187662221,-0.551661549855748,0.644092935329217,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","Thickness_GCL.IPL_0_21_improvement","Thickness","Macular",11,-0.0716673267595511,0.834139452338229,-0.64386179549427,0.551936218905948,FALSE,0.988924886623188,FALSE
"early_recovery","cv_rhr_1","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,-0.069299440477523,0.839557115536205,-0.642466478301782,0.553588815304203,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","Thickness_Retina_0_6_improvement","Thickness","Widefield",11,0.0675390232956687,0.843588971424415,-0.554814275416713,0.641426653642948,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","Thickness_INL_0_6_improvement","Thickness","Widefield",11,-0.0667438968796229,0.845411147745879,-0.640956304485396,0.555366894228157,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","Thickness_INL_0_21_improvement","Thickness","Macular",11,-0.0647598199328984,0.849960968251519,-0.639780759888075,0.55674345069242,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","Thickness_OuterRetina_0_21_improvement","Thickness","Macular",11,0.0636706498754553,0.85246037329616,-0.557497670561944,0.639134292229543,FALSE,0.988924886623188,FALSE
"mid_recovery","steps_max","Thickness_GCL.IPL_0_6_improvement","Thickness","Widefield",11,-0.063574845318524,0.852680282225888,-0.639077389310476,0.557563963515924,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,-0.0601542859719984,0.860537866712039,-0.637041618908765,0.559925675355257,FALSE,0.988924886623188,FALSE
"baseline","steps_max","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",10,0.0621057516342203,0.864666471469765,-0.590615636893033,0.665700874696868,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","PA_ICP_0_21_improvement","BloodFlow","Macular",12,-0.0512640928348126,0.874283285182929,-0.607298652055701,0.538479896622633,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.0493856446050167,0.878859371059431,-0.606108627068124,0.539815699570934,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","VD_SVP_0_6_improvement","BloodFlow","Widefield",12,-0.0492312000160035,0.879235766625581,-0.606010673101186,0.539925396415817,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","Thickness_Retina_0_6_improvement","Thickness","Widefield",11,0.050950315943609,0.881735554470798,-0.566230877085548,0.631523556306662,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","PA_DCP_0_21_improvement","BloodFlow","Macular",12,-0.0477983655972356,0.882728799783633,-0.605101115472842,0.540942137747176,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","PA_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.047734119083172,0.882885468416631,-0.605060297933657,0.540987686891837,FALSE,0.988924886623188,FALSE
"early_recovery","steps_max","Thickness_GCL.IPL_0_6_improvement","Thickness","Widefield",11,-0.0495811588136355,0.884895136744134,-0.630697648651529,0.567162690134873,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","Thickness_Retina_0_6_improvement","Thickness","Widefield",11,-0.0488778816075147,0.886518666276579,-0.630272902981519,0.567640709462369,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,-0.0477151890782838,0.889203621598545,-0.629569928365617,0.568430083896879,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","Thickness_GCL.IPL_0_6_improvement","Thickness","Widefield",11,0.0453936988785966,0.894567640058602,-0.570002802082327,0.628163478151352,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","Thickness_INL_0_6_improvement","Thickness","Widefield",11,0.0432229406415645,0.899586970813718,-0.571469336847609,0.626844892867323,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","VD_DCP_0_21_improvement","BloodFlow","Macular",12,-0.0387466043740797,0.904837641722552,-0.599321270767696,0.547325752490762,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","PA_Choroid_0_21_improvement","BloodFlow","Macular",12,-0.0385269322276565,0.905375020330836,-0.599180272734568,0.547479829925186,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.0378404198837098,0.90705465266023,-0.59873940591523,0.547961091802248,FALSE,0.988924886623188,FALSE
"mid_recovery","steps_max","PA_DCP_0_21_improvement","BloodFlow","Macular",12,0.0369341299030456,0.909272530922522,-0.54859582981591,0.598156880575476,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","VD_SVP_0_6_improvement","BloodFlow","Widefield",12,-0.0363811396841485,0.910626105008548,-0.597801149977521,0.54898279612048,FALSE,0.988924886623188,FALSE
"late_recovery","steps_max","VD_DCP_0_6_improvement","BloodFlow","Widefield",12,0.0358128468228943,0.912017363191613,-0.549380209488366,0.597435344899622,FALSE,0.988924886623188,FALSE
"late_recovery","cv_rhr_1","PA_Choroid_0_6_improvement","BloodFlow","Widefield",12,0.0343681393708157,0.91555521646591,-0.55038931844779,0.596504345965088,FALSE,0.988924886623188,FALSE
"acute_recovery","steps_max","PA_SVP_0_6_improvement","BloodFlow","Widefield",12,-0.0337770624025262,0.917003076686956,-0.596123007356289,0.550801685961092,FALSE,0.988924886623188,FALSE
"mid_recovery","cv_rhr_1","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,-0.0320482074897892,0.925474400274929,-0.620003700224669,0.578957211542305,FALSE,0.989665982302113,FALSE
"acute_recovery","steps_max","PA_DCP_0_6_improvement","BloodFlow","Widefield",12,-0.0289678357362181,0.928791666956738,-0.593010832807646,0.554146290330901,FALSE,0.989665982302113,FALSE
"acute_recovery","steps_max","Thickness_Retina_0_21_improvement","Thickness","Macular",11,0.029586936340766,0.931185719711533,-0.580592705896936,0.618484794914498,FALSE,0.989665982302113,FALSE
"early_recovery","steps_max","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.0238439575992945,0.941365968821207,-0.589676392251687,0.557689125264199,FALSE,0.995675543945508,FALSE
"early_recovery","steps_max","PA_SVP_0_6_improvement","BloodFlow","Widefield",12,-0.0211915476868976,0.947880139786327,-0.587942686014173,0.559514812086524,FALSE,0.99683283279904,FALSE
"late_recovery","steps_max","PA_DCP_0_21_improvement","BloodFlow","Macular",12,0.01256417362775,0.969086860942,-0.565414420354937,0.582267294341845,FALSE,0.99683283279904,FALSE
"acute_recovery","cv_rhr_1","Thickness_OuterRetina_0_6_improvement","Thickness","Widefield",11,0.012795499903274,0.970215085839075,-0.591620616455384,0.608003659393985,FALSE,0.99683283279904,FALSE
"early_recovery","cv_rhr_1","VD_ICP_0_6_improvement","BloodFlow","Widefield",12,-0.0108130142314945,0.973393995743803,-0.581108500639874,0.566604728683301,FALSE,0.99683283279904,FALSE
"early_recovery","steps_max","PA_DCP_0_6_improvement","BloodFlow","Widefield",12,0.0107571361331833,0.97353144428175,-0.566642670837644,0.581071486346655,FALSE,0.99683283279904,FALSE
"late_recovery","cv_rhr_1","Thickness_INL_0_21_improvement","Thickness","Macular",11,0.0094720990106694,0.977949277767282,-0.593776799197622,0.605904318504938,FALSE,0.99683283279904,FALSE
"baseline","steps_max","VD_DCP_0_21_improvement","BloodFlow","Macular",11,-0.00936804237169427,0.978191468182032,-0.605838453146489,0.593844170310625,FALSE,0.99683283279904,FALSE
"early_recovery","cv_rhr_1","Thickness_GCL.IPL_0_6_improvement","Thickness","Widefield",11,0.0089583147475825,0.979145119557278,-0.59410936484989,0.605579025875377,FALSE,0.99683283279904,FALSE
"early_recovery","steps_max","PA_ICP_0_6_improvement","BloodFlow","Widefield",12,0.00681097300646327,0.983239657806326,-0.569316002576691,0.578451522266856,FALSE,0.99683283279904,FALSE
"early_recovery","cv_rhr_1","Thickness_Retina_0_6_improvement","Thickness","Widefield",11,-0.00251586933056679,0.994142572495955,-0.601483120297075,0.598262045617159,FALSE,0.997932660750348,FALSE
"acute_recovery","steps_max","Thickness_OuterRetina_0_21_improvement","Thickness","Macular",11,-0.00239059594818781,0.994434229024111,-0.601403162056762,0.598342475922591,FALSE,0.997932660750348,FALSE
"mid_recovery","steps_max","Thickness_INL_0_6_improvement","Thickness","Widefield",11,0.000887953250284424,0.997932660750348,-0.599306287408529,0.600443134220715,FALSE,0.997932660750348,FALSE
