"Time_Window","Outcome_Type","Outcome_Parameter","N","Cluster1_N","Cluster2_N","Cluster1_Mean","Cluster2_Mean","Mean_Difference","T_Statistic","P_Value","Cohens_D","Effect_Size","Better_Cluster","Better_Cluster_N","Better_Cluster_Mean","Significant","Parameter_Type","P_Value_FDR","Significant_FDR","Parameter_Type_Detailed","Region_Type","P_Value_FDR_Strategy1","Significant_FDR_Strategy1","Tests_in_Group_Strategy1","P_Value_FDR_Strategy2","Significant_FDR_Strategy2","Tests_in_Group_Strategy2","P_Value_FDR_Strategy3","Significant_FDR_Strategy3","Tests_in_Group_Strategy3"
"acute_recovery","OCTA","Thickness_INL_0_6_improvement",11,7,4,-0.383714285714285,6.23185,6.61556428571429,-0.716330017105308,0.517686732828935,0.56223192210905,"Medium",2,4,6.23185,FALSE,"Thickness",0.697176898229197,FALSE,"Thickness_INL","Macular",0.517686732828935,FALSE,2,0.517686732828935,FALSE,1,0.647108416036169,FALSE,10
"baseline","VA","vision_improvement_1m",14,5,9,0.14,0.197222222222222,0.0572222222222222,-0.657975724995017,0.527103732887879,0.358717388903864,"Small",2,9,0.197222222222222,FALSE,"Vision",0.88082270843686,FALSE,"Vision","Vision",0.88082270843686,FALSE,2,0.88082270843686,FALSE,2,0.753005332696971,FALSE,10
"baseline","OCTA","PA_SVP_0_6_improvement",11,3,8,-1.02816666666667,-0.1961,0.832066666666667,-0.707674644927511,0.539572680556562,0.632157767230453,"Medium",2,8,-0.1961,FALSE,"BloodFlow",0.772823996258488,FALSE,"BloodFlow_SVP","Macular",0.719430240742083,FALSE,4,0.539572680556562,FALSE,2,0.916583275209336,FALSE,20
"baseline","OCTA","PA_ICP_0_21_improvement",11,3,8,-2.18626666666667,-0.22295,1.96331666666667,-0.705444435667023,0.543606110004228,0.667114715582321,"Medium",2,8,-0.22295,FALSE,"BloodFlow",0.772823996258488,FALSE,"BloodFlow_ICP","Widefield",0.789801407909539,FALSE,4,0.543606110004228,FALSE,2,0.846215794188792,FALSE,20
"late_recovery","OCTA","VD_ICP_0_6_improvement",12,4,8,0.528025,-1.9501375,2.4781625,0.641194588500942,0.547468935220234,0.411213944191198,"Small",1,4,0.528025,FALSE,"BloodFlow",0.746604428537703,FALSE,"BloodFlow_ICP","Macular",0.586617765279624,FALSE,4,0.586617765279624,FALSE,2,0.846215794188792,FALSE,20
"acute_recovery","OCTA","PA_ICP_0_6_improvement",12,7,5,-0.110342857142857,-0.6115,0.501157142857143,0.635706527743439,0.550696943498297,0.415963032633874,"Small",1,7,-0.110342857142857,FALSE,"BloodFlow",0.69507565036708,FALSE,"BloodFlow_ICP","Macular",0.753789480225506,FALSE,4,0.662032300187277,FALSE,2,0.846215794188792,FALSE,20
"late_recovery","OCTA","PA_Choroid_0_6_improvement",12,4,8,-1.13915,-0.197725,0.941425,-0.659772031610349,0.554081363684035,0.572898243595167,"Medium",2,8,-0.197725,FALSE,"BloodFlow",0.746604428537703,FALSE,"BloodFlow_Choroid","Macular",0.554081363684035,FALSE,2,0.554081363684035,FALSE,1,0.554081363684035,FALSE,10
"late_recovery","OCTA","PA_SVP_0_6_improvement",12,4,8,-0.9911,-0.3198125,0.6712875,-0.646917202139236,0.555514085352468,0.502878935000527,"Medium",2,8,-0.3198125,FALSE,"BloodFlow",0.746604428537703,FALSE,"BloodFlow_SVP","Macular",0.847602930699511,FALSE,4,0.847602930699511,FALSE,2,0.916583275209336,FALSE,20
"acute_recovery","OCTA","PA_SVP_0_6_improvement",12,7,5,-0.317042857142857,-0.86072,0.543677142857143,0.623589421620552,0.556901646784676,0.403456867303907,"Small",1,7,-0.317042857142857,FALSE,"BloodFlow",0.69507565036708,FALSE,"BloodFlow_SVP","Macular",0.595779128886069,FALSE,4,0.556901646784676,FALSE,2,0.916583275209336,FALSE,20
"acute_recovery","OCTA","Thickness_GCL.IPL_0_6_improvement",11,7,4,-1.44932857142857,10.564,12.0133285714286,-0.651793304064833,0.560468234715418,0.559985847685226,"Medium",2,4,10.564,FALSE,"Thickness",0.697176898229197,FALSE,"Thickness_GCL_IPL","Macular",0.560468234715418,FALSE,2,0.560468234715418,FALSE,1,0.622742483017131,FALSE,10
"early_recovery","OCTA","VD_DCP_0_6_improvement",12,6,6,0.0375333333333333,-0.495916666666667,0.53345,0.57954537396374,0.575075276119177,0.334600677665568,"Small",1,6,0.0375333333333333,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_DCP","Macular",0.901007082885952,FALSE,4,0.832226215902466,FALSE,2,0.759023567753872,FALSE,20
"late_recovery","OCTA","PA_ICP_0_6_improvement",12,4,8,-0.673275,-0.1421,0.531175,-0.590879413987821,0.586617765279624,0.44117970708626,"Small",2,8,-0.1421,FALSE,"BloodFlow",0.746604428537703,FALSE,"BloodFlow_ICP","Macular",0.586617765279624,FALSE,4,0.586617765279624,FALSE,2,0.846215794188792,FALSE,20
"baseline","OCTA","PA_ICP_0_6_improvement",11,3,8,-0.699333333333334,-0.0573875,0.641945833333334,-0.608538993226914,0.592351055932155,0.526944164822853,"Medium",2,8,-0.0573875,FALSE,"BloodFlow",0.772823996258488,FALSE,"BloodFlow_ICP","Macular",0.789801407909539,FALSE,4,0.950159848478149,FALSE,2,0.846215794188792,FALSE,20
"acute_recovery","OCTA","VD_SVP_0_21_improvement",12,7,5,-1.6638,-0.7796,0.884200000000001,-0.547904978181307,0.595779128886069,0.301664593504094,"Small",2,5,-0.7796,FALSE,"BloodFlow",0.69507565036708,FALSE,"BloodFlow_SVP","Widefield",0.595779128886069,FALSE,4,0.595779128886069,FALSE,2,0.916583275209336,FALSE,20
"baseline","OCTA","PA_DCP_0_21_improvement",11,3,8,-3.19186666666667,-0.4771,2.71476666666667,-0.57220760908083,0.607218854203098,0.435888230853361,"Small",2,8,-0.4771,FALSE,"BloodFlow",0.772823996258488,FALSE,"BloodFlow_DCP","Widefield",0.663842650705986,FALSE,4,0.663842650705986,FALSE,2,0.759023567753872,FALSE,20
"acute_recovery","OCTA","Thickness_Retina_0_6_improvement",11,7,4,-16.4767,17.4769,33.9536,-0.55125138481073,0.610029785950547,0.406013729249955,"Small",2,4,17.4769,FALSE,"Thickness",0.697176898229197,FALSE,"Thickness_Retina","Macular",0.610029785950547,FALSE,2,0.610029785950547,FALSE,1,0.871471122786496,FALSE,10
"mid_recovery","VA","vision_improvement_1w",11,5,6,0.12,0.0658333333333333,0.0541666666666667,0.513341009543205,0.622442912893336,0.318675952389256,"Small",1,5,0.12,FALSE,"Vision",0.792556315713082,FALSE,"Vision","Vision",0.792556315713082,FALSE,2,0.792556315713082,FALSE,2,0.778053641116671,FALSE,10
"late_recovery","OCTA","PA_SVP_0_21_improvement",12,4,8,-2.7772,-1.8869,0.8903,-0.472422370460334,0.64846133977835,0.254459172435589,"Small",2,8,-1.8869,FALSE,"BloodFlow",0.756538229741408,FALSE,"BloodFlow_SVP","Widefield",0.847602930699511,FALSE,4,0.64846133977835,FALSE,2,0.9263733425405,FALSE,20
"baseline","OCTA","Thickness_INL_0_21_improvement",10,2,8,-0.0407499999999992,1.238475,1.279225,-0.458750268596451,0.66027386874982,0.17352717183781,"Negligible",2,8,1.238475,FALSE,"Thickness",0.899627069132162,FALSE,"Thickness_INL","Widefield",0.66027386874982,FALSE,2,0.66027386874982,FALSE,1,0.677902425632313,FALSE,10
"acute_recovery","OCTA","VD_ICP_0_6_improvement",12,7,5,-0.394014285714286,-2.14618,1.75216571428571,0.45775266094646,0.662032300187277,0.287819439404741,"Small",1,7,-0.394014285714286,FALSE,"BloodFlow",0.712957861740144,FALSE,"BloodFlow_ICP","Macular",0.753789480225506,FALSE,4,0.662032300187277,FALSE,2,0.882709733583035,FALSE,20
"baseline","OCTA","VD_DCP_0_21_improvement",11,3,8,0.261466666666667,-0.0924,0.353866666666667,0.455301870281699,0.663842650705986,0.24228775486265,"Small",1,3,0.261466666666667,FALSE,"BloodFlow",0.774483092490317,FALSE,"BloodFlow_DCP","Widefield",0.663842650705986,FALSE,4,0.663842650705986,FALSE,2,0.780991353771748,FALSE,20
"early_recovery","OCTA","Thickness_INL_0_6_improvement",11,6,5,3.39541666666667,0.373780000000001,3.02163666666667,0.430409450185774,0.677902425632313,0.24832285352809,"Small",1,6,3.39541666666667,FALSE,"Thickness",0.847072266646773,FALSE,"Thickness_INL","Macular",0.677902425632313,FALSE,2,0.677902425632313,FALSE,1,0.677902425632313,FALSE,10
"early_recovery","OCTA","Thickness_Retina_0_21_improvement",11,6,5,1.52871666666667,-8.22522000000002,9.75393666666669,0.37277742756774,0.721750074799634,0.208009613588816,"Small",1,6,1.52871666666667,FALSE,"Thickness",0.847072266646773,FALSE,"Thickness_Retina","Widefield",0.826588970677363,FALSE,2,0.721750074799634,FALSE,1,0.874787181767539,FALSE,10
"baseline","OCTA","Thickness_GCL.IPL_0_21_improvement",10,2,8,-0.699949999999999,0.446,1.14595,-0.353475348950364,0.733963785138981,0.134179291070277,"Negligible",2,8,0.446,FALSE,"Thickness",0.899627069132162,FALSE,"Thickness_GCL_IPL","Widefield",0.733963785138981,FALSE,2,0.733963785138981,FALSE,1,0.733963785138981,FALSE,10
"early_recovery","OCTA","Thickness_OuterRetina_0_6_improvement",11,6,5,-8.81193333333333,0.144660000000005,8.95659333333333,-0.347680459791062,0.73702751091637,0.21371383054951,"Small",2,5,0.144660000000005,FALSE,"Thickness",0.847072266646773,FALSE,"Other","Macular",0.847072266646773,FALSE,2,0.73702751091637,FALSE,1,0.899627069132162,FALSE,10
"early_recovery","OCTA","PA_ICP_0_21_improvement",12,6,6,-0.476833333333332,-1.0485,0.571666666666668,0.338857750781003,0.74204369985102,0.195639613630403,"Negligible",1,6,-0.476833333333332,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_ICP","Widefield",0.886891881791298,FALSE,4,0.74204369985102,FALSE,2,0.886811153206478,FALSE,20
"acute_recovery","OCTA","VD_ICP_0_21_improvement",12,7,5,-0.0931714285714287,0.2169,0.310071428571429,-0.323481014443506,0.753789480225506,0.168264083164961,"Negligible",2,5,0.2169,FALSE,"BloodFlow",0.753789480225506,FALSE,"BloodFlow_ICP","Widefield",0.753789480225506,FALSE,4,0.753789480225506,FALSE,2,0.886811153206478,FALSE,20
"baseline","OCTA","PA_SVP_0_21_improvement",11,3,8,-1.72066666666666,-2.4947,0.774033333333335,0.317130279350709,0.767880438438422,0.210315995969357,"Small",1,3,-1.72066666666666,FALSE,"BloodFlow",0.826948164472147,FALSE,"BloodFlow_SVP","Widefield",0.767880438438422,FALSE,4,0.767880438438422,FALSE,2,0.983199290312258,FALSE,20
"mid_recovery","VA","vision_improvement_1m",14,6,8,0.133333333333333,0.159375,0.0260416666666667,-0.269099684327262,0.792556315713082,0.135452042141247,"Negligible",2,8,0.159375,FALSE,"Vision",0.792556315713082,FALSE,"Vision","Vision",0.792556315713082,FALSE,2,0.792556315713082,FALSE,2,0.880618128570092,FALSE,10
"early_recovery","OCTA","Thickness_Retina_0_6_improvement",11,6,5,1.00633333333332,-10.29346,11.2997933333333,0.225638237475538,0.826588970677363,0.132428390326946,"Negligible",1,6,1.00633333333332,FALSE,"Thickness",0.847072266646773,FALSE,"Thickness_Retina","Macular",0.826588970677363,FALSE,2,0.826588970677363,FALSE,1,0.874787181767539,FALSE,10
"early_recovery","OCTA","PA_DCP_0_6_improvement",12,6,6,-0.132166666666667,-0.324133333333333,0.191966666666666,0.217458765189977,0.832226215902466,0.125549876620077,"Negligible",1,6,-0.132166666666667,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_DCP","Macular",0.901007082885952,FALSE,4,0.832226215902466,FALSE,2,0.924695795447185,FALSE,20
"early_recovery","OCTA","Thickness_OuterRetina_0_21_improvement",11,6,5,-0.884633333333333,-2.86948,1.98484666666666,0.201164009871244,0.847072266646773,0.11216371653434,"Negligible",1,6,-0.884633333333333,FALSE,"Thickness",0.847072266646773,FALSE,"Other","Widefield",0.847072266646773,FALSE,2,0.847072266646773,FALSE,1,0.899627069132162,FALSE,10
"late_recovery","OCTA","VD_SVP_0_6_improvement",12,4,8,-3.841075,-2.1136625,1.7274125,-0.207149334827345,0.847602930699511,0.169822590150674,"Negligible",2,8,-2.1136625,FALSE,"BloodFlow",0.912803156137934,FALSE,"BloodFlow_SVP","Macular",0.847602930699511,FALSE,4,0.847602930699511,FALSE,2,0.983199290312258,FALSE,20
"baseline","OCTA","Thickness_Retina_0_21_improvement",10,2,8,-4.07095000000001,-0.983937500000001,3.08701250000001,-0.163353856311378,0.874787181767539,0.0619780200341084,"Negligible",2,8,-0.983937500000001,FALSE,"Thickness",0.899627069132162,FALSE,"Thickness_Retina","Widefield",0.874787181767539,FALSE,2,0.874787181767539,FALSE,1,0.874787181767539,FALSE,10
"mid_recovery","OCTA","VD_ICP_0_21_improvement",12,6,6,-0.0464666666666666,0.118516666666667,0.164983333333333,-0.154619075889075,0.880208271156221,0.0892693650864085,"Negligible",2,6,0.118516666666667,FALSE,"BloodFlow",0.9479165997067,FALSE,"BloodFlow_ICP","Widefield",0.880208271156221,FALSE,4,0.880208271156221,FALSE,2,0.933570401885576,FALSE,20
"baseline","VA","vision_improvement_1w",11,5,6,0.12,0.1325,0.0125,-0.155167801263525,0.88082270843686,0.0882200324563519,"Negligible",2,6,0.1325,FALSE,"Vision",0.88082270843686,FALSE,"Vision","Vision",0.88082270843686,FALSE,2,0.88082270843686,FALSE,2,0.88082270843686,FALSE,10
"acute_recovery","OCTA","Thickness_OuterRetina_0_6_improvement",11,7,4,-6.18478571428571,-2.21369999999999,3.97108571428573,-0.152713418545626,0.88314066433416,0.0942234028165202,"Negligible",2,4,-2.21369999999999,FALSE,"Thickness",0.88314066433416,FALSE,"Other","Macular",0.88314066433416,FALSE,2,0.88314066433416,FALSE,1,0.899627069132162,FALSE,10
"early_recovery","OCTA","PA_ICP_0_6_improvement",12,6,6,-0.2671,-0.371216666666667,0.104116666666667,0.146195624151458,0.886891881791298,0.0844060829581898,"Negligible",1,6,-0.2671,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_ICP","Macular",0.886891881791298,FALSE,4,0.886891881791298,FALSE,2,0.933570401885576,FALSE,20
"baseline","OCTA","Thickness_OuterRetina_0_21_improvement",10,2,8,-0.682699999999997,-1.6260875,0.943387500000002,0.130463490132676,0.899627069132162,0.0502986370855368,"Negligible",1,2,-0.682699999999997,FALSE,"Thickness",0.899627069132162,FALSE,"Other","Widefield",0.899627069132162,FALSE,2,0.899627069132162,FALSE,1,0.899627069132162,FALSE,10
"early_recovery","OCTA","PA_DCP_0_21_improvement",12,6,6,-1.69436666666667,-1.24451666666667,0.449850000000001,-0.127584637699725,0.901007082885952,0.0736610249203968,"Negligible",2,6,-1.24451666666667,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_DCP","Widefield",0.901007082885952,FALSE,4,0.901007082885952,FALSE,2,0.948428508301002,FALSE,20
"early_recovery","OCTA","PA_SVP_0_6_improvement",12,6,6,-0.498533333333333,-0.588616666666667,0.0900833333333338,0.11320536815268,0.912504091542172,0.0653591497766604,"Negligible",1,6,-0.498533333333333,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_SVP","Macular",0.983199290312258,FALSE,4,0.983199290312258,FALSE,2,0.983199290312258,FALSE,20
"baseline","OCTA","VD_ICP_0_6_improvement",11,3,8,-1.1479,-0.9230375,0.2248625,-0.0650117141367593,0.950159848478149,0.0347489579357812,"Negligible",2,8,-0.9230375,FALSE,"BloodFlow",0.950159848478149,FALSE,"BloodFlow_ICP","Macular",0.950159848478149,FALSE,4,0.950159848478149,FALSE,2,0.950159848478149,FALSE,20
"early_recovery","OCTA","PA_SVP_0_21_improvement",12,6,6,-2.23753333333333,-2.1298,0.107733333333335,-0.052885401962729,0.95912235752917,0.0305334010593832,"Negligible",2,6,-2.1298,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_SVP","Widefield",0.983199290312258,FALSE,4,0.95912235752917,FALSE,2,0.983199290312258,FALSE,20
"mid_recovery","OCTA","VD_SVP_0_21_improvement",12,6,6,-1.26795,-1.32281666666667,0.0548666666666662,0.0320019826319991,0.975101420436225,0.0184763532871864,"Negligible",1,6,-1.26795,FALSE,"BloodFlow",0.975101420436225,FALSE,"BloodFlow_SVP","Widefield",0.975101420436225,FALSE,4,0.975101420436225,FALSE,2,0.983199290312258,FALSE,20
"late_recovery","OCTA","VD_DCP_0_6_improvement",12,4,8,-0.249975,-0.2188,0.0311749999999999,-0.0294199260231635,0.977627380830413,0.0192347879492416,"Negligible",2,8,-0.2188,FALSE,"BloodFlow",0.977627380830413,FALSE,"BloodFlow_DCP","Macular",0.977627380830413,FALSE,4,0.977627380830413,FALSE,2,0.977627380830413,FALSE,20
"early_recovery","OCTA","VD_SVP_0_6_improvement",12,6,6,-2.62531666666667,-2.75361666666667,0.128300000000001,0.0217637320301414,0.983199290312258,0.012565296546173,"Negligible",1,6,-2.62531666666667,FALSE,"BloodFlow",0.983199290312258,FALSE,"BloodFlow_SVP","Macular",0.983199290312258,FALSE,4,0.983199290312258,FALSE,2,0.983199290312258,FALSE,20
