"orig_group","day","stat_type","n"
"Diabetes_Surgery1",28,"median",11
"Diabetes_Surgery1",28,"min",11
"Diabetes_Surgery1",28,"sd",11
"Diabetes_Surgery1",28,"skew",11
"Diabetes_Surgery1",29,"cv",11
"Diabetes_Surgery1",29,"iqr",11
"Diabetes_Surgery1",29,"kurt",11
"Diabetes_Surgery1",29,"max",11
"Diabetes_Surgery1",29,"mean",11
"Diabetes_Surgery1",29,"median",11
"Diabetes_Surgery1",29,"min",11
"Diabetes_Surgery1",29,"sd",11
"Diabetes_Surgery1",29,"skew",11
"Diabetes_Surgery1",30,"cv",12
"Diabetes_Surgery1",30,"iqr",12
"Diabetes_Surgery1",30,"kurt",12
"Diabetes_Surgery1",30,"max",12
"Diabetes_Surgery1",30,"mean",12
"Diabetes_Surgery1",30,"median",12
"Diabetes_Surgery1",30,"min",12
"Diabetes_Surgery1",30,"sd",12
"Diabetes_Surgery1",30,"skew",12
"No_Diabetes_Surgery0",-7,"cv",7
"No_Diabetes_Surgery0",-7,"iqr",7
"No_Diabetes_Surgery0",-7,"kurt",7
"No_Diabetes_Surgery0",-7,"max",7
"No_Diabetes_Surgery0",-7,"mean",7
"No_Diabetes_Surgery0",-7,"median",7
"No_Diabetes_Surgery0",-7,"min",7
"No_Diabetes_Surgery0",-7,"sd",7
"No_Diabetes_Surgery0",-7,"skew",7
"No_Diabetes_Surgery0",-6,"cv",13
"No_Diabetes_Surgery0",-6,"iqr",13
"No_Diabetes_Surgery0",-6,"kurt",13
"No_Diabetes_Surgery0",-6,"max",13
"No_Diabetes_Surgery0",-6,"mean",13
"No_Diabetes_Surgery0",-6,"median",13
"No_Diabetes_Surgery0",-6,"min",13
"No_Diabetes_Surgery0",-6,"sd",13
"No_Diabetes_Surgery0",-6,"skew",13
"No_Diabetes_Surgery0",-5,"cv",13
"No_Diabetes_Surgery0",-5,"iqr",13
"No_Diabetes_Surgery0",-5,"kurt",13
"No_Diabetes_Surgery0",-5,"max",13
"No_Diabetes_Surgery0",-5,"mean",13
"No_Diabetes_Surgery0",-5,"median",13
"No_Diabetes_Surgery0",-5,"min",13
"No_Diabetes_Surgery0",-5,"sd",13
"No_Diabetes_Surgery0",-5,"skew",13
"No_Diabetes_Surgery0",-4,"cv",15
"No_Diabetes_Surgery0",-4,"iqr",15
"No_Diabetes_Surgery0",-4,"kurt",15
"No_Diabetes_Surgery0",-4,"max",15
"No_Diabetes_Surgery0",-4,"mean",15
"No_Diabetes_Surgery0",-4,"median",15
"No_Diabetes_Surgery0",-4,"min",15
"No_Diabetes_Surgery0",-4,"sd",15
"No_Diabetes_Surgery0",-4,"skew",15
"No_Diabetes_Surgery0",-3,"cv",18
"No_Diabetes_Surgery0",-3,"iqr",18
"No_Diabetes_Surgery0",-3,"kurt",18
"No_Diabetes_Surgery0",-3,"max",18
"No_Diabetes_Surgery0",-3,"mean",18
"No_Diabetes_Surgery0",-3,"median",18
"No_Diabetes_Surgery0",-3,"min",18
"No_Diabetes_Surgery0",-3,"sd",18
"No_Diabetes_Surgery0",-3,"skew",18
"No_Diabetes_Surgery0",-2,"cv",16
"No_Diabetes_Surgery0",-2,"iqr",16
"No_Diabetes_Surgery0",-2,"kurt",16
"No_Diabetes_Surgery0",-2,"max",16
"No_Diabetes_Surgery0",-2,"mean",16
"No_Diabetes_Surgery0",-2,"median",16
"No_Diabetes_Surgery0",-2,"min",16
"No_Diabetes_Surgery0",-2,"sd",16
"No_Diabetes_Surgery0",-2,"skew",16
"No_Diabetes_Surgery0",-1,"cv",16
"No_Diabetes_Surgery0",-1,"iqr",16
"No_Diabetes_Surgery0",-1,"kurt",16
"No_Diabetes_Surgery0",-1,"max",16
"No_Diabetes_Surgery0",-1,"mean",16
"No_Diabetes_Surgery0",-1,"median",16
"No_Diabetes_Surgery0",-1,"min",16
"No_Diabetes_Surgery0",-1,"sd",16
"No_Diabetes_Surgery0",-1,"skew",16
"No_Diabetes_Surgery0",0,"cv",16
"No_Diabetes_Surgery0",0,"iqr",16
"No_Diabetes_Surgery0",0,"kurt",16
"No_Diabetes_Surgery0",0,"max",16
"No_Diabetes_Surgery0",0,"mean",16
"No_Diabetes_Surgery0",0,"median",16
"No_Diabetes_Surgery0",0,"min",16
"No_Diabetes_Surgery0",0,"sd",16
"No_Diabetes_Surgery0",0,"skew",16
"No_Diabetes_Surgery0",1,"cv",16
"No_Diabetes_Surgery0",1,"iqr",16
"No_Diabetes_Surgery0",1,"kurt",16
"No_Diabetes_Surgery0",1,"max",16
"No_Diabetes_Surgery0",1,"mean",16
"No_Diabetes_Surgery0",1,"median",16
"No_Diabetes_Surgery0",1,"min",16
"No_Diabetes_Surgery0",1,"sd",16
"No_Diabetes_Surgery0",1,"skew",16
"No_Diabetes_Surgery0",2,"cv",18
"No_Diabetes_Surgery0",2,"iqr",18
"No_Diabetes_Surgery0",2,"kurt",18
"No_Diabetes_Surgery0",2,"max",18
"No_Diabetes_Surgery0",2,"mean",18
"No_Diabetes_Surgery0",2,"median",18
"No_Diabetes_Surgery0",2,"min",18
"No_Diabetes_Surgery0",2,"sd",18
"No_Diabetes_Surgery0",2,"skew",18
"No_Diabetes_Surgery0",3,"cv",18
"No_Diabetes_Surgery0",3,"iqr",18
"No_Diabetes_Surgery0",3,"kurt",18
"No_Diabetes_Surgery0",3,"max",18
"No_Diabetes_Surgery0",3,"mean",18
"No_Diabetes_Surgery0",3,"median",18
"No_Diabetes_Surgery0",3,"min",18
"No_Diabetes_Surgery0",3,"sd",18
"No_Diabetes_Surgery0",3,"skew",18
"No_Diabetes_Surgery0",4,"cv",19
"No_Diabetes_Surgery0",4,"iqr",19
"No_Diabetes_Surgery0",4,"kurt",19
"No_Diabetes_Surgery0",4,"max",19
"No_Diabetes_Surgery0",4,"mean",19
"No_Diabetes_Surgery0",4,"median",19
"No_Diabetes_Surgery0",4,"min",19
"No_Diabetes_Surgery0",4,"sd",19
"No_Diabetes_Surgery0",4,"skew",19
"No_Diabetes_Surgery0",5,"cv",18
"No_Diabetes_Surgery0",5,"iqr",18
"No_Diabetes_Surgery0",5,"kurt",18
"No_Diabetes_Surgery0",5,"max",18
"No_Diabetes_Surgery0",5,"mean",18
"No_Diabetes_Surgery0",5,"median",18
"No_Diabetes_Surgery0",5,"min",18
"No_Diabetes_Surgery0",5,"sd",18
"No_Diabetes_Surgery0",5,"skew",18
"No_Diabetes_Surgery0",6,"cv",17
"No_Diabetes_Surgery0",6,"iqr",17
"No_Diabetes_Surgery0",6,"kurt",17
"No_Diabetes_Surgery0",6,"max",17
"No_Diabetes_Surgery0",6,"mean",17
"No_Diabetes_Surgery0",6,"median",17
"No_Diabetes_Surgery0",6,"min",17
"No_Diabetes_Surgery0",6,"sd",17
"No_Diabetes_Surgery0",6,"skew",17
"No_Diabetes_Surgery0",7,"cv",17
"No_Diabetes_Surgery0",7,"iqr",17
"No_Diabetes_Surgery0",7,"kurt",17
"No_Diabetes_Surgery0",7,"max",17
"No_Diabetes_Surgery0",7,"mean",17
"No_Diabetes_Surgery0",7,"median",17
"No_Diabetes_Surgery0",7,"min",17
"No_Diabetes_Surgery0",7,"sd",17
"No_Diabetes_Surgery0",7,"skew",17
"No_Diabetes_Surgery0",8,"cv",20
"No_Diabetes_Surgery0",8,"iqr",20
"No_Diabetes_Surgery0",8,"kurt",20
"No_Diabetes_Surgery0",8,"max",20
"No_Diabetes_Surgery0",8,"mean",20
"No_Diabetes_Surgery0",8,"median",20
"No_Diabetes_Surgery0",8,"min",20
"No_Diabetes_Surgery0",8,"sd",20
"No_Diabetes_Surgery0",8,"skew",20
"No_Diabetes_Surgery0",9,"cv",21
"No_Diabetes_Surgery0",9,"iqr",21
"No_Diabetes_Surgery0",9,"kurt",21
"No_Diabetes_Surgery0",9,"max",21
"No_Diabetes_Surgery0",9,"mean",21
"No_Diabetes_Surgery0",9,"median",21
"No_Diabetes_Surgery0",9,"min",21
"No_Diabetes_Surgery0",9,"sd",21
"No_Diabetes_Surgery0",9,"skew",21
"No_Diabetes_Surgery0",10,"cv",20
"No_Diabetes_Surgery0",10,"iqr",20
"No_Diabetes_Surgery0",10,"kurt",20
"No_Diabetes_Surgery0",10,"max",20
"No_Diabetes_Surgery0",10,"mean",20
"No_Diabetes_Surgery0",10,"median",20
"No_Diabetes_Surgery0",10,"min",20
"No_Diabetes_Surgery0",10,"sd",20
"No_Diabetes_Surgery0",10,"skew",20
"No_Diabetes_Surgery0",11,"cv",20
"No_Diabetes_Surgery0",11,"iqr",20
"No_Diabetes_Surgery0",11,"kurt",20
"No_Diabetes_Surgery0",11,"max",20
"No_Diabetes_Surgery0",11,"mean",20
"No_Diabetes_Surgery0",11,"median",20
"No_Diabetes_Surgery0",11,"min",20
"No_Diabetes_Surgery0",11,"sd",20
"No_Diabetes_Surgery0",11,"skew",20
"No_Diabetes_Surgery0",12,"cv",20
"No_Diabetes_Surgery0",12,"iqr",20
"No_Diabetes_Surgery0",12,"kurt",20
"No_Diabetes_Surgery0",12,"max",20
"No_Diabetes_Surgery0",12,"mean",20
"No_Diabetes_Surgery0",12,"median",20
"No_Diabetes_Surgery0",12,"min",20
"No_Diabetes_Surgery0",12,"sd",20
"No_Diabetes_Surgery0",12,"skew",20
"No_Diabetes_Surgery0",13,"cv",20
"No_Diabetes_Surgery0",13,"iqr",20
"No_Diabetes_Surgery0",13,"kurt",19
"No_Diabetes_Surgery0",13,"max",20
"No_Diabetes_Surgery0",13,"mean",20
"No_Diabetes_Surgery0",13,"median",20
"No_Diabetes_Surgery0",13,"min",20
"No_Diabetes_Surgery0",13,"sd",20
"No_Diabetes_Surgery0",13,"skew",19
"No_Diabetes_Surgery0",14,"cv",21
"No_Diabetes_Surgery0",14,"iqr",21
"No_Diabetes_Surgery0",14,"kurt",21
"No_Diabetes_Surgery0",14,"max",21
"No_Diabetes_Surgery0",14,"mean",21
"No_Diabetes_Surgery0",14,"median",21
"No_Diabetes_Surgery0",14,"min",21
"No_Diabetes_Surgery0",14,"sd",21
"No_Diabetes_Surgery0",14,"skew",21
"No_Diabetes_Surgery0",15,"cv",19
"No_Diabetes_Surgery0",15,"iqr",19
"No_Diabetes_Surgery0",15,"kurt",19
"No_Diabetes_Surgery0",15,"max",19
"No_Diabetes_Surgery0",15,"mean",19
"No_Diabetes_Surgery0",15,"median",19
"No_Diabetes_Surgery0",15,"min",19
"No_Diabetes_Surgery0",15,"sd",19
"No_Diabetes_Surgery0",15,"skew",19
"No_Diabetes_Surgery0",16,"cv",20
"No_Diabetes_Surgery0",16,"iqr",20
"No_Diabetes_Surgery0",16,"kurt",20
"No_Diabetes_Surgery0",16,"max",20
"No_Diabetes_Surgery0",16,"mean",20
"No_Diabetes_Surgery0",16,"median",20
"No_Diabetes_Surgery0",16,"min",20
"No_Diabetes_Surgery0",16,"sd",20
"No_Diabetes_Surgery0",16,"skew",20
"No_Diabetes_Surgery0",17,"cv",20
"No_Diabetes_Surgery0",17,"iqr",20
"No_Diabetes_Surgery0",17,"kurt",20
"No_Diabetes_Surgery0",17,"max",20
"No_Diabetes_Surgery0",17,"mean",20
"No_Diabetes_Surgery0",17,"median",20
"No_Diabetes_Surgery0",17,"min",20
"No_Diabetes_Surgery0",17,"sd",20
"No_Diabetes_Surgery0",17,"skew",20
"No_Diabetes_Surgery0",18,"cv",21
"No_Diabetes_Surgery0",18,"iqr",21
"No_Diabetes_Surgery0",18,"kurt",21
"No_Diabetes_Surgery0",18,"max",21
"No_Diabetes_Surgery0",18,"mean",21
"No_Diabetes_Surgery0",18,"median",21
"No_Diabetes_Surgery0",18,"min",21
"No_Diabetes_Surgery0",18,"sd",21
"No_Diabetes_Surgery0",18,"skew",21
"No_Diabetes_Surgery0",19,"cv",22
"No_Diabetes_Surgery0",19,"iqr",22
"No_Diabetes_Surgery0",19,"kurt",22
"No_Diabetes_Surgery0",19,"max",22
"No_Diabetes_Surgery0",19,"mean",22
"No_Diabetes_Surgery0",19,"median",22
"No_Diabetes_Surgery0",19,"min",22
"No_Diabetes_Surgery0",19,"sd",22
"No_Diabetes_Surgery0",19,"skew",22
"No_Diabetes_Surgery0",20,"cv",21
"No_Diabetes_Surgery0",20,"iqr",21
"No_Diabetes_Surgery0",20,"kurt",21
"No_Diabetes_Surgery0",20,"max",21
"No_Diabetes_Surgery0",20,"mean",21
"No_Diabetes_Surgery0",20,"median",21
"No_Diabetes_Surgery0",20,"min",21
"No_Diabetes_Surgery0",20,"sd",21
"No_Diabetes_Surgery0",20,"skew",21
"No_Diabetes_Surgery0",21,"cv",22
"No_Diabetes_Surgery0",21,"iqr",22
"No_Diabetes_Surgery0",21,"kurt",22
"No_Diabetes_Surgery0",21,"max",22
"No_Diabetes_Surgery0",21,"mean",22
"No_Diabetes_Surgery0",21,"median",22
"No_Diabetes_Surgery0",21,"min",22
"No_Diabetes_Surgery0",21,"sd",22
"No_Diabetes_Surgery0",21,"skew",22
"No_Diabetes_Surgery0",22,"cv",22
"No_Diabetes_Surgery0",22,"iqr",22
"No_Diabetes_Surgery0",22,"kurt",22
"No_Diabetes_Surgery0",22,"max",22
"No_Diabetes_Surgery0",22,"mean",22
"No_Diabetes_Surgery0",22,"median",22
"No_Diabetes_Surgery0",22,"min",22
"No_Diabetes_Surgery0",22,"sd",22
"No_Diabetes_Surgery0",22,"skew",22
"No_Diabetes_Surgery0",23,"cv",22
"No_Diabetes_Surgery0",23,"iqr",22
"No_Diabetes_Surgery0",23,"kurt",22
"No_Diabetes_Surgery0",23,"max",22
"No_Diabetes_Surgery0",23,"mean",22
"No_Diabetes_Surgery0",23,"median",22
"No_Diabetes_Surgery0",23,"min",22
"No_Diabetes_Surgery0",23,"sd",22
"No_Diabetes_Surgery0",23,"skew",22
"No_Diabetes_Surgery0",24,"cv",21
"No_Diabetes_Surgery0",24,"iqr",21
"No_Diabetes_Surgery0",24,"kurt",21
"No_Diabetes_Surgery0",24,"max",21
"No_Diabetes_Surgery0",24,"mean",21
"No_Diabetes_Surgery0",24,"median",21
"No_Diabetes_Surgery0",24,"min",21
"No_Diabetes_Surgery0",24,"sd",21
"No_Diabetes_Surgery0",24,"skew",21
"No_Diabetes_Surgery0",25,"cv",19
"No_Diabetes_Surgery0",25,"iqr",19
"No_Diabetes_Surgery0",25,"kurt",19
"No_Diabetes_Surgery0",25,"max",19
"No_Diabetes_Surgery0",25,"mean",19
"No_Diabetes_Surgery0",25,"median",19
"No_Diabetes_Surgery0",25,"min",19
"No_Diabetes_Surgery0",25,"sd",19
"No_Diabetes_Surgery0",25,"skew",19
"No_Diabetes_Surgery0",26,"cv",20
"No_Diabetes_Surgery0",26,"iqr",20
"No_Diabetes_Surgery0",26,"kurt",20
"No_Diabetes_Surgery0",26,"max",20
"No_Diabetes_Surgery0",26,"mean",20
"No_Diabetes_Surgery0",26,"median",20
"No_Diabetes_Surgery0",26,"min",20
"No_Diabetes_Surgery0",26,"sd",20
"No_Diabetes_Surgery0",26,"skew",20
"No_Diabetes_Surgery0",27,"cv",20
"No_Diabetes_Surgery0",27,"iqr",20
"No_Diabetes_Surgery0",27,"kurt",20
"No_Diabetes_Surgery0",27,"max",20
"No_Diabetes_Surgery0",27,"mean",20
"No_Diabetes_Surgery0",27,"median",20
"No_Diabetes_Surgery0",27,"min",20
"No_Diabetes_Surgery0",27,"sd",20
"No_Diabetes_Surgery0",27,"skew",20
"No_Diabetes_Surgery0",28,"cv",20
"No_Diabetes_Surgery0",28,"iqr",20
"No_Diabetes_Surgery0",28,"kurt",20
"No_Diabetes_Surgery0",28,"max",20
"No_Diabetes_Surgery0",28,"mean",20
"No_Diabetes_Surgery0",28,"median",20
"No_Diabetes_Surgery0",28,"min",20
"No_Diabetes_Surgery0",28,"sd",20
"No_Diabetes_Surgery0",28,"skew",20
"No_Diabetes_Surgery0",29,"cv",20
"No_Diabetes_Surgery0",29,"iqr",20
"No_Diabetes_Surgery0",29,"kurt",20
"No_Diabetes_Surgery0",29,"max",20
"No_Diabetes_Surgery0",29,"mean",20
"No_Diabetes_Surgery0",29,"median",20
"No_Diabetes_Surgery0",29,"min",20
"No_Diabetes_Surgery0",29,"sd",20
"No_Diabetes_Surgery0",29,"skew",20
"No_Diabetes_Surgery0",30,"cv",21
"No_Diabetes_Surgery0",30,"iqr",21
"No_Diabetes_Surgery0",30,"kurt",21
"No_Diabetes_Surgery0",30,"max",21
"No_Diabetes_Surgery0",30,"mean",21
"No_Diabetes_Surgery0",30,"median",21
"No_Diabetes_Surgery0",30,"min",21
"No_Diabetes_Surgery0",30,"sd",21
"No_Diabetes_Surgery0",30,"skew",21
