"day","stat_type","rhr_type","n_group1","n_group2","mean_group1","mean_group2","sd_group1","sd_group2","p_value","cohens_d","significant","comparison","p_adjusted","significant_adjusted"
20,"min","rhr_50",8,13,61.375,70.2307692307692,4.8971566094156,8.15632521578444,0.00578190907224886,-1.316431674184,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0229344417791358,TRUE
21,"min","rhr_50",6,14,59.8333333333333,69.2857142857143,5.56477013601341,8.65961956375746,0.0108646011947492,-1.29865591361996,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0258034278375295,TRUE
22,"min","rhr_50",7,14,56.8571428571429,72.5,6.66904719402933,12.5314987746263,0.0014328058995382,-1.55839577650336,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0113892536510868,TRUE
25,"min","rhr_50",7,13,59.4285714285714,69.6153846153846,8.69592132088646,9.50910494857833,0.0305203636006796,-1.11800616619275,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0487325493376424,TRUE
26,"min","rhr_50",8,14,58.625,73,7.65203054284099,12.4406282304886,0.00319599016115335,-1.39188774552625,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0191803881078175,TRUE
27,"min","rhr_50",7,12,60.7142857142857,72.5,7.34198623703163,8.16310992430971,0.00603537941556204,-1.51811015438895,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0229344417791358,TRUE
28,"min","rhr_50",7,13,61.1428571428571,73.6153846153846,7.28991475552747,12.2238732373613,0.0106581120689148,-1.23932799938989,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0258034278375295,TRUE
-1,"skew","rhr_1",10,15,1.66544225820432,0.0269953739506001,0.705718110639808,1.36976846857694,0.000738993879381949,1.50376242642714,TRUE,"Diabetes_Surgery0 vs Diabetes_Surgery1",0.0280817674165141,TRUE
-6,"cv","rhr_1",14,12,12.7494799236984,8.10738913544464,3.85396610124155,2.50558522782322,0.00124900133326077,1.42813242281605,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0021573659392686,TRUE
-5,"cv","rhr_1",15,14,14.5363436599041,9.28128873231932,4.4368080001105,2.64075872366924,0.000708099026144499,1.43936644476788,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00158280958785241,TRUE
-4,"cv","rhr_1",17,15,12.7903284005827,9.4448292788637,4.52394685596794,3.99110052292691,0.0339314406242079,0.784251186136162,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0368398498205685,TRUE
-3,"cv","rhr_1",18,14,13.7985252041821,9.06753272239683,5.26991524140836,3.46579024067978,0.00478015478673198,1.06075386508204,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00631466149790581,TRUE
-2,"cv","rhr_1",16,14,13.4779126594577,10.0750248142548,3.71195859131225,3.72276865977133,0.0186345273015138,0.915402578535602,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0214579405290159,TRUE
-1,"cv","rhr_1",17,15,14.1857452533044,9.47012340578903,2.82507305993896,3.89486246513863,0.000672901520552531,1.38601896238333,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00158280958785241,TRUE
0,"cv","rhr_1",17,15,13.6582784910063,8.72974218073394,3.56706855420413,2.40041315888889,7.51078299248886e-05,1.62110795659015,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000713524384286441,TRUE
1,"cv","rhr_1",20,15,12.7768503934983,8.96041454836465,3.80702512103196,2.38693473579237,0.000969563972283287,1.20114420351583,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00193912794456657,TRUE
2,"cv","rhr_1",19,15,12.7039338952665,9.47928760253028,3.19526238688436,2.35394618901782,0.00189610066224905,1.14906941414998,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00277122404482554,TRUE
3,"cv","rhr_1",19,15,13.4100130719374,8.57950647605898,3.92626109948099,2.75617400175677,0.000198003050932476,1.42406657548866,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000883920232313575,TRUE
4,"cv","rhr_1",19,15,13.658881704784,9.37074171009797,3.97340786987429,3.77064905572874,0.00305206263204875,1.10708662928025,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00429549555621675,TRUE
5,"cv","rhr_1",19,15,13.9984182604176,8.80057806069181,4.83551532287733,2.70274042439832,0.000434850709799181,1.32696847078543,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00128043399366898,TRUE
6,"cv","rhr_1",19,14,13.8262726255117,9.24143497467133,3.97947659607109,2.93257427449009,0.000616961086982547,1.31166187212707,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00156296808702245,TRUE
7,"cv","rhr_1",18,14,12.8740916488622,9.49409690011222,3.33251033780274,3.2629730271071,0.00749104265022237,1.0248852797918,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.009488654023615,TRUE
8,"cv","rhr_1",21,14,13.2043757570772,9.28957896652853,3.54602801411132,1.83010935630414,0.000164613507607809,1.38740542392658,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000883920232313575,TRUE
9,"cv","rhr_1",21,14,12.7164187683302,8.5471667813312,3.2376048876822,2.03475916846818,4.79120854295846e-05,1.54193067233109,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000713524384286441,TRUE
10,"cv","rhr_1",21,13,13.2875061713267,9.40592841681899,3.73927882218152,2.47829400813587,0.000962722580751966,1.22367065220924,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00193912794456657,TRUE
11,"cv","rhr_1",20,13,12.4818069659104,9.15295750798886,3.97342218054022,2.31087852992798,0.00481908377471759,1.02418275126932,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00631466149790581,TRUE
12,"cv","rhr_1",20,12,12.964030135374,8.70907082437387,3.77779063874256,2.9358645480661,0.00137192914610006,1.25770272076049,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00217222114799176,TRUE
13,"cv","rhr_1",19,13,14.2721148012263,8.97046490864959,3.72119011521005,2.70300656255767,6.03223473577691e-05,1.63017760070651,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000713524384286441,TRUE
14,"cv","rhr_1",21,11,12.4662031119803,7.67531932149211,4.436990839534,1.88279189914574,0.000189848903074784,1.40568907426156,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000883920232313575,TRUE
15,"cv","rhr_1",21,11,13.3040673398304,8.6491650992127,4.47847675587781,2.18242711726738,0.000438043208360442,1.32137756713381,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00128043399366898,TRUE
16,"cv","rhr_1",21,11,13.8657319791333,8.31018162190111,5.48543940431865,2.17559158497546,0.000336570944804576,1.33139668767925,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00116269962750672,TRUE
17,"cv","rhr_1",21,11,13.6944849560584,8.94854491347425,3.54376680305484,2.62440077330979,0.000215334914550642,1.52203540766111,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000883920232313575,TRUE
18,"cv","rhr_1",21,11,13.9611640939756,8.58958863077153,4.03691017434316,2.99145881318381,0.000232610587450941,1.51190656386563,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000883920232313575,TRUE
19,"cv","rhr_1",22,12,12.6522820247851,8.84094996360553,2.87447638392928,2.87085858369786,0.00120405753575047,1.32675686518961,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0021573659392686,TRUE
20,"cv","rhr_1",21,13,12.7983271350203,9.82357524522955,3.96674242907148,3.46394750190888,0.0290240785149749,0.798839746491725,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0324386759873249,TRUE
21,"cv","rhr_1",22,14,13.2689622580205,8.78100944821033,3.6208094637849,1.9347922985328,2.98857321121408e-05,1.54602273672532,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000713524384286441,TRUE
22,"cv","rhr_1",22,14,14.7152512548605,8.93406119474384,7.27442136164653,2.19154987958664,0.001716474657607,1.07613986260205,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00260904147956265,TRUE
23,"cv","rhr_1",22,14,14.0271623584793,9.76485969149782,6.93824540223456,2.74271050373434,0.0150149187658059,0.807943536259503,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0178302160343945,TRUE
25,"cv","rhr_1",20,13,12.7713990092267,9.23635761138205,3.74888888359599,3.37957358434506,0.00896259588460487,0.99048194337858,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0109864078585479,TRUE
26,"cv","rhr_1",20,14,14.6253065660846,9.44138391278989,4.31740404633764,2.71417407764797,0.000154894629849665,1.43757572754521,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000883920232313575,TRUE
27,"cv","rhr_1",20,13,13.3068378854165,8.97138471391793,3.8964993134462,3.10848013962123,0.00135755425348723,1.23006167753284,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00217222114799176,TRUE
29,"cv","rhr_1",20,11,12.5578868960729,8.58861190831757,3.44932636993185,2.20651270863105,0.00054939244796155,1.37089540745314,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00149120807303849,TRUE
30,"cv","rhr_1",20,13,13.575836755747,9.18026640846784,4.04872236523538,2.95471347132664,0.00111439443968244,1.24022059637388,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00211734943539664,TRUE
-4,"cv","rhr_50",16,15,10.4827541507026,7.73716576770863,2.7515259903991,2.43786318213983,0.00632166535539231,1.0562271081217,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0100093034793712,TRUE
-3,"cv","rhr_50",17,14,10.6328866918798,8.04104333117056,2.8555992934755,1.9584341061717,0.00579863955791081,1.05856068630308,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0095803610087222,TRUE
-2,"cv","rhr_50",16,14,11.4757134608204,8.626203412414,2.62729461850378,2.90711802895487,0.00939824095714019,1.02842884550098,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0131755718478372,TRUE
0,"cv","rhr_50",17,15,12.2839945884878,8.22128013580772,2.20050553907484,1.31530319540389,7.51646690560586e-07,2.24116769831861,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",2.85625742413023e-05,TRUE
1,"cv","rhr_50",20,15,10.9241482067513,7.84713514421139,3.71170304844416,2.9492847119381,0.0100550416733494,0.917897730228418,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0131755718478372,TRUE
2,"cv","rhr_50",18,15,11.7254373701777,8.27104183791953,3.15414217735579,2.54782374202435,0.00151360641102595,1.20485811642045,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00438064334744107,TRUE
3,"cv","rhr_50",19,15,11.2021997684129,8.62611251656395,2.8759519686471,3.83118909186869,0.039877743770774,0.760488491792989,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0459198261602852,TRUE
4,"cv","rhr_50",19,15,12.069355238149,8.56955060690641,3.07855006857907,2.07691127432606,0.000417684424671422,1.3327860319323,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00226742973393057,TRUE
5,"cv","rhr_50",19,14,11.5937563764367,8.16752226598157,4.00358914175291,2.53851351339669,0.00533676842267146,1.02212418009406,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00921805454825071,TRUE
6,"cv","rhr_50",18,13,11.2148497570783,8.28947346825098,2.31836168493031,2.36007715673097,0.00204137961815424,1.25052826564105,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00484827659311631,TRUE
7,"cv","rhr_50",18,14,11.406819991369,8.76622163398207,2.65748801304832,2.28104195028087,0.00514698593500676,1.06629305013285,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00921805454825071,TRUE
8,"cv","rhr_50",21,14,11.2732060978453,8.84942335914522,3.32176750787515,1.78358911619746,0.00874177248153592,0.909138857922152,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0127764367037833,TRUE
9,"cv","rhr_50",21,14,11.5038016347681,8.6529427817396,3.42786996611081,1.82900756496813,0.00318859827298804,1.03768629835777,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00712745496314973,TRUE
10,"cv","rhr_50",21,13,11.8758446211758,8.82964930871895,3.33433013291859,1.50182234691288,0.00103789956989436,1.17802531197077,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00394401836559856,TRUE
11,"cv","rhr_50",19,13,11.5714335119456,8.19431488312298,3.22338774818824,2.32520679620174,0.00172920132135832,1.20164600030763,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00438064334744107,TRUE
12,"cv","rhr_50",20,12,11.0844811023694,7.971093897681,3.19463536489412,2.43743959282305,0.00431564880778511,1.09573316925749,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00863129761557021,TRUE
13,"cv","rhr_50",20,13,12.0534427078504,8.43581456044939,2.63819478626631,3.36782983273388,0.00356418007237755,1.19587420871848,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00752438015279705,TRUE
14,"cv","rhr_50",21,11,11.2496231086587,7.13898104624309,3.03775054127485,1.54070072123984,1.868031399817e-05,1.70672710720183,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00035492596596523,TRUE
15,"cv","rhr_50",21,11,12.0999037341881,7.88015916171478,3.71203671076394,1.84620817956785,0.000169772225092251,1.439435680634,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00146045319689888,TRUE
16,"cv","rhr_50",21,11,11.6459299273294,7.13271518068043,3.53229991820388,2.33541914065369,0.000174426151668823,1.50728300351203,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00146045319689888,TRUE
17,"cv","rhr_50",21,11,11.0984916959488,7.87321521435264,3.4041597732115,2.79109022370274,0.0083104349007385,1.03614849124045,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0126318610491225,TRUE
18,"cv","rhr_50",21,10,11.6346815210424,8.35849236554377,3.15150468644589,1.64085669771291,0.000691983538321969,1.30400339513658,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00292170827291498,TRUE
19,"cv","rhr_50",22,12,11.4306869974803,8.14525089947185,3.02532178968706,1.92982751059637,0.00054501648866766,1.29480373485943,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00258882832117138,TRUE
20,"cv","rhr_50",21,12,10.8528423076719,8.16189632449583,2.84013398409081,1.61629578780582,0.0015583109795276,1.16455310592278,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00438064334744107,TRUE
21,"cv","rhr_50",22,14,11.276978832293,8.09202567411912,3.04964774513233,1.61684212684197,0.000266110197429179,1.30490709590928,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00168536458371814,TRUE
22,"cv","rhr_50",22,14,11.7622188603718,7.93847832850765,3.41856184084444,2.06615075126717,0.0001921648943288,1.35377847532721,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00146045319689888,TRUE
24,"cv","rhr_50",22,14,11.2798140002223,9.03166147579778,3.33113528411216,2.53664570440642,0.0286136634001096,0.759341275963871,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0350748132001344,TRUE
25,"cv","rhr_50",20,13,10.7415069713271,8.21359173368993,3.16326695944239,2.1580652493615,0.0104106770869699,0.933595247620517,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0131868576434952,TRUE
26,"cv","rhr_50",20,14,11.0650454675144,8.09069856025772,3.23869700091711,2.50861181132397,0.00505032623663598,1.02678848155396,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00921805454825071,TRUE
27,"cv","rhr_50",20,12,10.7869545242554,7.9207124377898,2.72743531127678,1.80972566568283,0.00124480073291052,1.23837402899764,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00430022071369089,TRUE
28,"cv","rhr_50",19,13,10.6429053319285,8.54518325312559,3.04037924914436,2.36719544076769,0.0366061577853442,0.769902950847998,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0434698123700962,TRUE
29,"cv","rhr_50",20,11,10.2188186946756,7.80367029520295,2.99353315912177,1.85903150128163,0.00985591562313517,0.969273414051654,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0131755718478372,TRUE
30,"cv","rhr_50",20,13,10.741800640807,8.07084502450385,2.44522549868159,1.95482685442037,0.00162751034091866,1.20658546553385,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00438064334744107,TRUE
24,"max","rhr_50",22,14,96.5,114.428571428571,11.5912528596844,13.4262331375459,0.000373388031785361,-1.42944323454661,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0141887452078437,TRUE
-7,"mean","rhr_1",8,11,67.5744763986371,79.9418885384358,3.73018475008393,6.35626980120564,6.35011789091156e-05,-2.37316626697364,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000198522437256989,TRUE
-6,"mean","rhr_1",14,12,68.8867307880351,80.4017356947474,7.83755992292785,7.20215118318251,0.000680900507142489,-1.529915259355,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000958304417459799,TRUE
-5,"mean","rhr_1",15,14,68.143698167298,79.6853782302075,6.19788563920225,8.87946580318473,0.000516303390881866,-1.50734093318033,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000817480368896287,TRUE
-4,"mean","rhr_1",17,15,70.3146646635986,78.5892246641497,11.700742332545,6.27952086976095,0.0179833090155291,-0.881220907764974,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0184693443943271,TRUE
-3,"mean","rhr_1",18,14,67.062614855486,78.1282892497099,6.31236262527305,8.31721744421002,0.00038236174872971,-1.49877264109598,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000631728106596913,TRUE
-2,"mean","rhr_1",16,14,64.1965176966924,78.8408247321543,6.00174454462641,9.77933904444809,8.35883946345215e-05,-1.80494020853076,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000198522437256989,TRUE
-1,"mean","rhr_1",17,15,64.257521331083,80.5318572377653,7.2126092497713,7.80397909222777,1.2564385213771e-06,-2.16583560722498,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",2.85585960871288e-05,TRUE
0,"mean","rhr_1",17,15,64.3177273888592,79.4444089685459,7.05205087524632,8.70272011475602,1.17075192086752e-05,-1.90981307239079,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",8.37362745178335e-05,TRUE
1,"mean","rhr_1",20,15,64.4474308331985,78.5778330491282,5.49618310962085,8.82557537006445,1.76286893721755e-05,-1.9220251516797,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",8.37362745178335e-05,TRUE
2,"mean","rhr_1",19,15,62.7627201064384,78.48021543678,4.7710918978645,8.21497107682489,1.50308400458572e-06,-2.33979051304667,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",2.85585960871288e-05,TRUE
3,"mean","rhr_1",19,15,62.9157356712455,77.5855853108811,6.10355880071894,7.91655497044762,3.11148559427534e-06,-2.07540562473586,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",2.95591131456157e-05,TRUE
4,"mean","rhr_1",19,15,62.7824898573701,78.3238513604302,6.14454282694533,10.3021694906449,3.73674413757594e-05,-1.83226632153621,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000138914956032804,TRUE
5,"mean","rhr_1",19,15,63.5618263021333,78.7259530338578,5.73969001387587,8.17579612475292,2.62078556833958e-06,-2.14681159468337,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",2.95591131456157e-05,TRUE
6,"mean","rhr_1",19,14,64.224619124841,80.1945691599938,6.22743000425573,9.40177329365693,1.70706181554701e-05,-2.00271432593272,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",8.37362745178335e-05,TRUE
7,"mean","rhr_1",18,14,64.0579812706738,79.4805219374641,5.84891200699713,11.0130743939343,0.000147799979003702,-1.74907771177681,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000295599958007404,TRUE
8,"mean","rhr_1",21,14,66.4319575762752,78.4218298699735,7.96044765078287,7.88479049268049,0.000144501168554256,-1.51335505507885,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000295599958007404,TRUE
9,"mean","rhr_1",21,14,65.4273081446332,78.7719394662156,10.3162712109778,10.2351308689198,0.000776685610146981,-1.29864884768215,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0010211255052875,TRUE
10,"mean","rhr_1",21,13,66.4627118970652,77.0847540586059,10.40015799636,7.26468365324549,0.00141561097226351,-1.18411118727748,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00163009748321253,TRUE
11,"mean","rhr_1",20,13,65.3215225370937,77.3608491433052,9.88230673338007,8.00539942612083,0.00060201929338738,-1.3387512024735,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000915069325948818,TRUE
12,"mean","rhr_1",20,12,65.0827343742192,76.506859305824,8.87074632088279,9.00557540083939,0.00195652309390609,-1.27809290779825,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00212422507338376,TRUE
13,"mean","rhr_1",19,13,66.2859361485238,77.3294560681817,9.31017760706882,8.63864542483816,0.0018892392133093,-1.22969608889303,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00211150265016922,TRUE
14,"mean","rhr_1",21,11,65.1084546271179,78.235606403329,9.6757633578188,9.35668304207635,0.00124742041945302,-1.37925593806099,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00148131174810046,TRUE
15,"mean","rhr_1",22,11,68.6215014470449,78.662973962766,10.9842006844981,10.3019529129083,0.0172879932491512,-0.942990355300965,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0182484373185485,TRUE
16,"mean","rhr_1",21,11,68.805616033724,78.3084076951401,12.8595365685236,10.2996883359514,0.0321538219038259,-0.815680865037594,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0321538219038259,TRUE
17,"mean","rhr_1",21,11,65.006546656641,78.9210455983993,7.58126510774865,9.79952952812256,0.000779279990877303,-1.58825190039371,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0010211255052875,TRUE
18,"mean","rhr_1",21,11,64.719582344747,78.4075862202621,7.22707471319612,8.82473242268911,0.000360964851329602,-1.69709284138269,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000623484743205676,TRUE
19,"mean","rhr_1",22,12,63.9877821788562,80.1497152622469,7.79333689820905,10.4804795119234,0.000191047380099513,-1.75004267011121,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000362990022189074,TRUE
20,"mean","rhr_1",21,13,66.5049892461338,78.1827056057593,9.66716482050329,8.40948461798525,0.000890489150840867,-1.28890640624778,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00112795292439843,TRUE
21,"mean","rhr_1",22,14,64.7245911304895,79.7262777538489,8.34914349582311,8.5233499719113,1.75790684998732e-05,-1.77814702994745,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",8.37362745178335e-05,TRUE
22,"mean","rhr_1",22,14,66.3174532235339,81.7456694221625,9.97276536994317,12.3253640970212,0.000637890056100965,-1.37617425989288,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000932300851224487,TRUE
23,"mean","rhr_1",22,14,65.4237596747254,80.8932471926867,9.30475730479298,9.83170232432716,7.03247820693367e-05,-1.61614283402377,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000198522437256989,TRUE
24,"mean","rhr_1",22,14,65.8466009914763,81.5184368881381,9.37266982229866,11.2355216530297,0.000217435389193738,-1.51475670355338,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000393454513779146,TRUE
25,"mean","rhr_1",20,13,64.3916727328816,81.4890450673982,6.44296723589545,10.2338466056493,4.02122241147591e-05,-1.99942982288677,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000138914956032804,TRUE
26,"mean","rhr_1",20,14,65.3477562892177,81.2104886065732,6.68226724914673,9.81038310406343,3.14745704856196e-05,-1.88991895288651,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000132892630939283,TRUE
27,"mean","rhr_1",20,13,65.0041376353352,80.680977927097,7.88710479850495,10.1538627118427,0.000114322697037359,-1.72435805371031,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000255544852201155,TRUE
28,"mean","rhr_1",20,13,64.4836002551973,81.4969817230123,9.0676333926006,10.5314273117464,7.97518473065319e-05,-1.7313204767553,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000198522437256989,TRUE
29,"mean","rhr_1",20,11,65.4039951197797,80.8490434960946,5.99917166967451,11.425938155615,0.0010659047964602,-1.69255278554023,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00130659297630605,TRUE
30,"mean","rhr_1",20,13,63.7972254774496,79.4835115578403,7.19455411742965,9.83886220248594,7.42229367861818e-05,-1.82002410883248,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.000198522437256989,TRUE
-7,"mean","rhr_50",8,11,79.7364529895762,87.2528985369577,5.36487292082415,7.45747435115151,0.020492411095615,-1.15708998454824,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0235973218676779,TRUE
-6,"mean","rhr_50",12,12,78.5280377087521,87.9846539188304,5.83340107715626,8.98351468190777,0.00650329889155267,-1.24855673714906,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00915279103255561,TRUE
-3,"mean","rhr_50",17,14,78.3534067505624,86.1489670087148,7.2246597199237,9.66103892388268,0.0198461991131996,-0.913869125547799,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0235673614469245,TRUE
-2,"mean","rhr_50",16,14,75.0357821367932,86.3688652202708,6.87225167618657,9.22018866306575,0.000942620428340714,-1.39374109805934,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00210703389864395,TRUE
-1,"mean","rhr_50",17,15,76.099576889079,85.1351522769029,7.41270617982372,7.58442468817628,0.00196759950838732,-1.20489488595362,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00373843906593591,TRUE
0,"mean","rhr_50",17,15,75.558361522987,85.4014484281063,7.47669090457549,8.03957173965696,0.00127139209626225,-1.26791054308591,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.0025427841925245,TRUE
1,"mean","rhr_50",20,15,74.6966725395696,86.1626963821808,6.64750707820104,9.03085896185596,0.00034698676536081,-1.44604283029526,TRUE,"No_Diabetes_Surgery0 vs Diabetes_Surgery1",0.00137151992893197,TRUE
